Order ID,Consumer Type,Category,Sub Category,Amount,Quantity,Profit,Payment mode
KL-2019-9704035,Corporate,Office Supplies,Binders,90,3,17,Credit card
KL-2019-9704036,Corporate,Technology,Accessories,230,2,50,UPI
KL-2019-9704037,Corporate,Technology,Accessories,981,4,176,UPI
KL-2019-9704038,Consumer,Furniture,Chairs,27,1,-5,COD
KL-2019-9704039,Consumer,Office Supplies,Binders,37,5,-4,EMI
KL-2019-9704040,Consumer,Technology,Phones,73,2,-51,EMI
KL-2019-9704041,Home Office,Office Supplies,Art,49,2,-21,COD
KL-2019-9704042,Home Office,Technology,Accessories,86,4,-29,Credit card
KL-2019-9704043,Corporate,Office Supplies,Envelopes,36,3,9,UPI
KL-2019-9704044,Consumer,Office Supplies,Binders,24,5,11,Credit card
KL-2019-9704045,Consumer,Furniture,Bookcases,"2,546",7,382,Credit card
KL-2019-9704046,Consumer,Office Supplies,Envelopes,48,3,3,Credit card
KL-2019-9704047,Consumer,Office Supplies,Storage,138,4,-76,Credit card
KL-2019-9704048,Consumer,Office Supplies,Supplies,108,4,26,UPI
KL-2019-9704049,Consumer,Office Supplies,Supplies,46,4,15,UPI
KL-2019-9704050,Home Office,Furniture,Furnishings,53,3,-19,COD
KL-2019-9704051,Home Office,Office Supplies,Envelopes,95,2,47,EMI
KL-2019-9704052,Home Office,Technology,Copiers,20,3,360,EMI
KL-2019-9704053,Home Office,Technology,Phones,20,5,36,COD
KL-2019-9704054,Consumer,Furniture,Chairs,20,7,123,Credit card
KL-2019-9704055,Consumer,Office Supplies,Art,20,3,7,UPI
KL-2019-9704056,Consumer,Office Supplies,Envelopes,36,3,9,Credit card
KL-2019-9704057,Consumer,Office Supplies,Storage,152,3,25,Credit card
KL-2019-9704058,Consumer,Technology,Copiers,530,2,180,Credit card
KL-2019-9704059,Consumer,Technology,Copiers,717,3,93,Credit card
KL-2019-9704060,Consumer,Technology,Phones,365,5,117,UPI
KL-2019-9704061,Consumer,Furniture,Chairs,120,1,51,UPI
KL-2019-9704062,Consumer,Furniture,Tables,"2,364",4,-218,COD
KL-2019-9704063,Consumer,Office Supplies,Labels,43,4,22,EMI
KL-2019-9704064,Corporate,Furniture,Furnishings,142,3,45,EMI
KL-2019-9704065,Corporate,Furniture,Furnishings,151,3,47,COD
KL-2019-9704066,Corporate,Office Supplies,Binders,13,2,5,Credit card
KL-2019-9704067,Corporate,Office Supplies,Storage,49,1,8,UPI
KL-2019-9704068,Corporate,Office Supplies,Supplies,43,2,3,Credit card
KL-2019-9704069,Consumer,Office Supplies,Appliances,"2,444",5,760,Credit card
KL-2019-9704070,Consumer,Office Supplies,Art,12,1,0,Credit card
KL-2019-9704071,Consumer,Office Supplies,Labels,25,2,0,Credit card
KL-2019-9704072,Consumer,Office Supplies,Storage,138,5,-12,UPI
KL-2019-9704073,Consumer,Technology,Phones,"2,167",4,790,UPI
KL-2019-9704074,Consumer,Office Supplies,Labels,24,3,3,COD
KL-2019-9704075,Consumer,Technology,Phones,248,3,79,EMI
KL-2019-9704076,Consumer,Office Supplies,Binders,198,7,59,EMI
KL-2019-9704077,Consumer,Furniture,Chairs,"2,571",6,857,COD
KL-2019-9704078,Consumer,Office Supplies,Binders,21,3,11,Credit card
KL-2019-9704079,Consumer,Office Supplies,Binders,34,3,9,UPI
KL-2019-9704080,Consumer,Technology,Phones,"1,081",2,356,Credit card
KL-2019-9704081,Consumer,Office Supplies,Art,96,6,35,Credit card
KL-2019-9704082,Corporate,Furniture,Bookcases,"2,584",7,660,Credit card
KL-2019-9704083,Consumer,Office Supplies,Appliances,164,2,57,Credit card
KL-2019-9704084,Consumer,Furniture,Bookcases,297,2,47,UPI
KL-2019-9704085,Corporate,Office Supplies,Fasteners,14,2,-10,UPI
KL-2019-9704086,Corporate,Office Supplies,Supplies,94,2,27,COD
KL-2019-9704087,Consumer,Furniture,Bookcases,610,5,207,EMI
KL-2019-9704088,Consumer,Technology,Copiers,120,1,7,EMI
KL-2019-9704089,Corporate,Office Supplies,Binders,144,5,65,COD
KL-2019-9704090,Corporate,Office Supplies,Envelopes,99,2,10,Credit card
KL-2019-9704091,Home Office,Office Supplies,Supplies,212,6,15,UPI
KL-2019-9704092,Consumer,Office Supplies,Labels,24,2,5,Credit card
KL-2019-9704093,Consumer,Office Supplies,Storage,49,1,8,Credit card
KL-2019-9704094,Consumer,Office Supplies,Supplies,145,5,7,Credit card
KL-2019-9704095,Home Office,Furniture,Bookcases,467,3,-26,Credit card
KL-2019-9704096,Home Office,Technology,Copiers,431,4,-46,UPI
KL-2019-9704097,Home Office,Technology,Machines,646,3,213,UPI
KL-2019-9704098,Consumer,Office Supplies,Binders,48,1,6,COD
KL-2019-9704099,Consumer,Office Supplies,Storage,131,3,32,EMI
KL-2019-9704100,Consumer,Office Supplies,Binders,85,3,18,EMI
KL-2019-9704101,Consumer,Furniture,Bookcases,"1,765",5,-98,COD
KL-2019-9704102,Consumer,Office Supplies,Appliances,190,3,15,Credit card
KL-2019-9704103,Home Office,Office Supplies,Art,112,4,4,UPI
KL-2019-9704104,Home Office,Office Supplies,Binders,124,8,4,Credit card
KL-2019-9704105,Home Office,Office Supplies,Envelopes,89,4,41,Credit card
KL-2019-9704106,Home Office,Office Supplies,Fasteners,17,1,5,Credit card
KL-2019-9704107,Home Office,Office Supplies,Storage,31,3,4,Credit card
KL-2019-9704108,Corporate,Office Supplies,Art,22,2,4,UPI
KL-2019-9704109,Corporate,Office Supplies,Binders,39,3,10,UPI
KL-2019-9704110,Consumer,Furniture,Chairs,333,7,73,COD
KL-2019-9704111,Consumer,Technology,Machines,10,7,923,EMI
KL-2019-9704112,Consumer,Technology,Copiers,10,3,-11,EMI
KL-2019-9704113,Corporate,Office Supplies,Storage,10,3,31,COD
KL-2019-9704114,Consumer,Office Supplies,Binders,10,5,16,Credit card
KL-2019-9704115,Consumer,Furniture,Furnishings,10,5,-54,UPI
KL-2019-9704116,Consumer,Office Supplies,Art,22,1,0,Credit card
KL-2019-9704117,Consumer,Office Supplies,Labels,27,3,4,Credit card
KL-2019-9704118,Consumer,Office Supplies,Storage,18,2,1,Credit card
KL-2019-9704119,Consumer,Technology,Phones,125,1,54,Credit card
KL-2019-9704120,Corporate,Furniture,Chairs,150,3,7,UPI
KL-2019-9704121,Corporate,Technology,Machines,623,2,81,UPI
KL-2019-9704122,Home Office,Office Supplies,Binders,26,4,7,COD
KL-2019-9704123,Home Office,Office Supplies,Storage,247,2,82,EMI
KL-2019-9704124,Home Office,Technology,Copiers,673,3,222,EMI
KL-2019-9704125,Corporate,Office Supplies,Storage,88,2,34,COD
KL-2019-9704126,Corporate,Technology,Machines,142,2,45,Credit card
KL-2019-9704127,Home Office,Office Supplies,Art,15,1,-11,UPI
KL-2019-9704128,Corporate,Office Supplies,Binders,10,3,23,Credit card
KL-2019-9704129,Home Office,Furniture,Chairs,20,2,247,Credit card
KL-2019-9704130,Home Office,Office Supplies,Supplies,20,14,123,Credit card
KL-2019-9704131,Consumer,Technology,Phones,196,3,72,Credit card
KL-2019-9704132,Consumer,Office Supplies,Art,39,3,-19,UPI
KL-2019-9704133,Home Office,Office Supplies,Storage,20,3,44,UPI
KL-2019-9704134,Consumer,Office Supplies,Envelopes,60,3,29,COD
KL-2019-9704135,Consumer,Technology,Phones,446,6,109,EMI
KL-2019-9704136,Corporate,Office Supplies,Fasteners,41,3,20,EMI
KL-2019-9704137,Corporate,Technology,Accessories,225,2,29,COD
KL-2019-9704138,Corporate,Furniture,Chairs,20,5,47,Credit card
KL-2019-9704139,Corporate,Office Supplies,Art,20,2,24,UPI
KL-2019-9704140,Corporate,Technology,Phones,20,3,95,Credit card
KL-2019-9704141,Consumer,Furniture,Chairs,769,7,154,Credit card
KL-2019-9704142,Consumer,Furniture,Furnishings,153,3,58,Credit card
KL-2019-9704143,Consumer,Office Supplies,Art,64,5,26,Credit card
KL-2019-9704144,Consumer,Office Supplies,Binders,16,3,3,UPI
KL-2019-9704145,Consumer,Office Supplies,Binders,56,7,5,UPI
KL-2019-9704146,Consumer,Office Supplies,Storage,53,4,-9,COD
KL-2019-9704147,Consumer,Technology,Copiers,344,2,15,EMI
KL-2019-9704148,Consumer,Office Supplies,Labels,20,1,-1,EMI
KL-2019-9704149,Consumer,Office Supplies,Binders,91,3,46,COD
KL-2019-9704150,Consumer,Office Supplies,Fasteners,35,3,14,Credit card
KL-2019-9704151,Consumer,Office Supplies,Labels,24,2,11,UPI
KL-2019-9704152,Consumer,Office Supplies,Storage,241,3,-125,Credit card
KL-2019-9704153,Home Office,Furniture,Chairs,522,5,-78,Credit card
KL-2019-9704154,Corporate,Furniture,Bookcases,20,5,320,Credit card
KL-2019-9704155,Corporate,Furniture,Tables,20,2,181,Credit card
KL-2019-9704156,Corporate,Office Supplies,Art,25,3,30,UPI
KL-2019-9704157,Corporate,Technology,Accessories,23,6,25,UPI
KL-2019-9704158,Corporate,Technology,Phones,23,5,84,COD
KL-2019-9704159,Consumer,Office Supplies,Art,269,9,62,EMI
KL-2019-9704160,Corporate,Office Supplies,Binders,30,2,4,EMI
KL-2019-9704161,Corporate,Technology,Machines,"2,123",8,125,COD
KL-2019-9704162,Consumer,Furniture,Bookcases,907,7,-30,Credit card
KL-2019-9704163,Corporate,Office Supplies,Envelopes,57,3,13,UPI
KL-2019-9704164,Corporate,Office Supplies,Fasteners,29,2,8,Credit card
KL-2019-9704165,Consumer,Office Supplies,Fasteners,66,4,22,Credit card
KL-2019-9704166,Consumer,Office Supplies,Storage,147,3,44,Credit card
KL-2019-9704167,Consumer,Office Supplies,Appliances,23,3,372,Credit card
KL-2019-9704168,Consumer,Office Supplies,Envelopes,20,2,6,UPI
KL-2019-9704169,Consumer,Office Supplies,Storage,10,6,25,UPI
KL-2019-9704170,Home Office,Office Supplies,Art,27,1,7,COD
KL-2019-9704171,Home Office,Office Supplies,Envelopes,45,2,-3,EMI
KL-2019-9704172,Home Office,Office Supplies,Paper,55,3,22,EMI
KL-2019-9704173,Consumer,Office Supplies,Art,165,7,3,COD
KL-2019-9704174,Consumer,Office Supplies,Art,46,1,7,Credit card
KL-2019-9704175,Consumer,Technology,Accessories,519,5,73,UPI
KL-2019-9704176,Consumer,Office Supplies,Storage,98,2,30,Credit card
KL-2019-9704177,Corporate,Office Supplies,Appliances,"1,952",4,759,Credit card
KL-2019-9704178,Corporate,Office Supplies,Binders,33,2,9,Credit card
KL-2019-9704179,Corporate,Furniture,Chairs,352,4,67,Credit card
KL-2019-9704180,Corporate,Office Supplies,Binders,35,3,8,UPI
KL-2019-9704181,Corporate,Office Supplies,Fasteners,15,1,3,UPI
KL-2019-9704182,Corporate,Office Supplies,Labels,23,2,3,COD
KL-2019-9704183,Home Office,Furniture,Chairs,258,2,75,EMI
KL-2019-9704184,Home Office,Furniture,Furnishings,226,4,99,EMI
KL-2019-9704185,Home Office,Office Supplies,Supplies,75,3,9,COD
KL-2019-9704186,Home Office,Furniture,Chairs,518,8,63,Credit card
KL-2019-9704187,Corporate,Furniture,Furnishings,10,7,7,UPI
KL-2019-9704188,Corporate,Office Supplies,Art,10,7,171,Credit card
KL-2019-9704189,Home Office,Office Supplies,Art,51,2,-21,Credit card
KL-2019-9704190,Corporate,Office Supplies,Fasteners,14,2,-1,Credit card
KL-2019-9704191,Consumer,Furniture,Furnishings,906,8,235,Credit card
KL-2019-9704192,Consumer,Office Supplies,Art,398,7,60,UPI
KL-2019-9704193,Consumer,Office Supplies,Binders,345,7,138,UPI
KL-2019-9704194,Corporate,Technology,Phones,246,2,66,COD
KL-2019-9704195,Corporate,Office Supplies,Binders,15,2,7,EMI
KL-2019-9704196,Consumer,Office Supplies,Binders,30,2,4,EMI
KL-2019-9704197,Consumer,Office Supplies,Supplies,66,3,4,COD
KL-2019-9704198,Corporate,Office Supplies,Binders,54,2,5,Credit card
KL-2019-9704199,Corporate,Technology,Machines,10,3,305,UPI
KL-2019-9704200,Home Office,Office Supplies,Binders,316,6,76,Credit card
KL-2019-9704201,Home Office,Office Supplies,Labels,59,5,28,Credit card
KL-2019-9704202,Home Office,Office Supplies,Labels,24,2,1,Credit card
KL-2019-9704203,Home Office,Office Supplies,Storage,50,3,56,Credit card
KL-2019-9704204,Home Office,Office Supplies,Supplies,54,2,4,UPI
KL-2019-9704205,Home Office,Office Supplies,Supplies,46,3,1,UPI
KL-2019-9704206,Consumer,Technology,Machines,50,4,162,COD
KL-2019-9704207,Consumer,Office Supplies,Fasteners,20,2,6,EMI
KL-2019-9704208,Consumer,Office Supplies,Storage,46,2,8,EMI
KL-2019-9704209,Consumer,Office Supplies,Storage,242,5,5,COD
KL-2019-9704210,Corporate,Technology,Copiers,757,2,68,Credit card
KL-2019-9704211,Corporate,Technology,Phones,211,2,-49,UPI
KL-2019-9704212,Consumer,Technology,Copiers,816,3,-96,Credit card
KL-2019-9704213,Corporate,Office Supplies,Binders,99,4,-77,Credit card
KL-2019-9704214,Corporate,Office Supplies,Labels,12,3,-9,Credit card
KL-2019-9704215,Corporate,Office Supplies,Supplies,117,6,-89,Credit card
KL-2019-9704216,Corporate,Office Supplies,Binders,15,1,-9,UPI
KL-2019-9704217,Corporate,Office Supplies,Envelopes,5,1,-5,UPI
KL-2019-9704218,Corporate,Office Supplies,Fasteners,22,3,-21,COD
KL-2019-9704219,Corporate,Furniture,Chairs,426,1,90,EMI
KL-2019-9704220,Corporate,Office Supplies,Envelopes,89,3,1,EMI
KL-2019-9704221,Corporate,Office Supplies,Envelopes,41,2,7,COD
KL-2019-9704222,Corporate,Office Supplies,Storage,758,4,126,Credit card
KL-2019-9704223,Consumer,Furniture,Chairs,486,3,135,UPI
KL-2019-9704224,Consumer,Office Supplies,Binders,16,2,6,Credit card
KL-2019-9704225,Consumer,Office Supplies,Fasteners,85,6,5,Credit card
KL-2019-9704226,Consumer,Technology,Phones,187,3,59,Credit card
KL-2019-9704227,Consumer,Furniture,Bookcases,293,2,44,Credit card
KL-2019-9704228,Consumer,Office Supplies,Binders,50,1,3,UPI
KL-2019-9704229,Consumer,Office Supplies,Paper,60,4,2,UPI
KL-2019-9704230,Corporate,Office Supplies,Storage,98,2,-5,COD
KL-2019-9704231,Consumer,Office Supplies,Binders,18,3,6,EMI
KL-2019-9704232,Consumer,Office Supplies,Fasteners,44,4,17,EMI
KL-2019-9704233,Consumer,Office Supplies,Art,34,2,11,COD
KL-2019-9704234,Consumer,Technology,Accessories,698,3,62,Credit card
KL-2019-9704235,Consumer,Technology,Phones,330,5,15,UPI
KL-2019-9704236,Consumer,Technology,Phones,330,5,18,Credit card
KL-2019-9704237,Consumer,Office Supplies,Envelopes,82,3,27,Credit card
KL-2019-9704238,Consumer,Technology,Machines,680,3,80,Credit card
KL-2019-9704239,Consumer,Technology,Phones,536,5,44,Credit card
KL-2019-9704240,Consumer,Furniture,Furnishings,142,5,-46,UPI
KL-2019-9704241,Corporate,Furniture,Chairs,44,1,-1,UPI
KL-2019-9704242,Corporate,Office Supplies,Art,259,5,8,COD
KL-2019-9704243,Corporate,Office Supplies,Envelopes,20,1,3,EMI
KL-2019-9704244,Corporate,Office Supplies,Storage,97,6,14,EMI
KL-2019-9704245,Corporate,Office Supplies,Storage,735,4,-33,COD
KL-2019-9704246,Consumer,Office Supplies,Appliances,"1,142",2,411,Credit card
KL-2019-9704247,Consumer,Office Supplies,Envelopes,113,3,30,UPI
KL-2019-9704248,Consumer,Technology,Accessories,"1,283",5,603,Credit card
KL-2019-9704249,Consumer,Technology,Phones,"2,944",5,1112,Credit card
KL-2019-9704250,Consumer,Office Supplies,Art,93,2,14,Credit card
KL-2019-9704251,Consumer,Office Supplies,Storage,412,5,-275,Credit card
KL-2019-9704252,Consumer,Office Supplies,Storage,98,3,-57,UPI
KL-2019-9704253,Consumer,Office Supplies,Art,96,4,19,UPI
KL-2019-9704254,Consumer,Office Supplies,Storage,10,6,83,COD
KL-2019-9704255,Corporate,Office Supplies,Paper,50,3,23,EMI
KL-2019-9704256,Corporate,Office Supplies,Paper,33,2,6,EMI
KL-2019-9704257,Corporate,Office Supplies,Storage,48,2,21,COD
KL-2019-9704258,Corporate,Office Supplies,Storage,167,3,37,Credit card
KL-2019-9704259,Corporate,Office Supplies,Storage,130,3,52,UPI
KL-2019-9704260,Corporate,Office Supplies,Supplies,46,3,3,Credit card
KL-2019-9704261,Consumer,Office Supplies,Storage,48,3,5,Credit card
KL-2019-9704262,Consumer,Office Supplies,Envelopes,62,4,12,Credit card
KL-2019-9704263,Consumer,Office Supplies,Fasteners,30,2,13,Credit card
KL-2019-9704264,Consumer,Office Supplies,Paper,214,7,73,UPI
KL-2019-9704265,Corporate,Office Supplies,Art,189,7,-61,UPI
KL-2019-9704266,Corporate,Office Supplies,Art,22,3,-12,COD
KL-2019-9704267,Corporate,Office Supplies,Binders,57,4,-33,EMI
KL-2019-9704268,Corporate,Office Supplies,Envelopes,37,2,-28,EMI
KL-2019-9704269,Corporate,Office Supplies,Fasteners,14,2,-5,COD
KL-2019-9704270,Corporate,Office Supplies,Supplies,67,3,-28,Credit card
KL-2019-9704271,Corporate,Technology,Accessories,205,4,-107,UPI
KL-2019-9704272,Consumer,Furniture,Furnishings,53,3,-5,Credit card
KL-2019-9704273,Consumer,Office Supplies,Storage,255,2,45,Credit card
KL-2019-9704274,Consumer,Office Supplies,Storage,168,3,-9,Credit card
KL-2019-9704275,Consumer,Office Supplies,Supplies,87,2,7,Credit card
KL-2019-9704276,Consumer,Office Supplies,Envelopes,44,3,7,UPI
KL-2019-9704277,Consumer,Technology,Machines,316,3,49,UPI
KL-2019-9704278,Consumer,Furniture,Furnishings,147,3,66,COD
KL-2019-9704279,Consumer,Office Supplies,Binders,202,7,91,EMI
KL-2019-9704280,Consumer,Office Supplies,Storage,381,2,144,EMI
KL-2019-9704281,Consumer,Technology,Accessories,307,3,64,COD
KL-2019-9704282,Corporate,Furniture,Chairs,238,2,3,Credit card
KL-2019-9704283,Corporate,Furniture,Chairs,402,5,-45,UPI
KL-2019-9704284,Corporate,Office Supplies,Storage,242,2,100,Credit card
KL-2019-9704285,Consumer,Office Supplies,Binders,49,8,-5,Credit card
KL-2019-9704286,Consumer,Office Supplies,Storage,48,2,21,Credit card
KL-2019-9704287,Consumer,Office Supplies,Storage,208,4,32,Credit card
KL-2019-9704288,Consumer,Furniture,Furnishings,132,5,36,UPI
KL-2019-9704289,Consumer,Office Supplies,Binders,34,2,1,UPI
KL-2019-9704290,Consumer,Technology,Accessories,144,4,29,COD
KL-2019-9704291,Consumer,Office Supplies,Binders,154,3,54,EMI
KL-2019-9704292,Consumer,Technology,Accessories,108,4,25,EMI
KL-2019-9704293,Consumer,Technology,Phones,"1,639",3,-154,COD
KL-2019-9704294,Consumer,Furniture,Furnishings,257,5,31,Credit card
KL-2019-9704295,Consumer,Office Supplies,Appliances,104,3,39,UPI
KL-2019-9704296,Consumer,Office Supplies,Art,53,2,5,Credit card
KL-2019-9704297,Consumer,Office Supplies,Art,32,2,12,Credit card
KL-2019-9704298,Consumer,Office Supplies,Binders,18,4,9,Credit card
KL-2019-9704299,Consumer,Office Supplies,Envelopes,119,3,45,Credit card
KL-2019-9704300,Consumer,Office Supplies,Labels,46,4,3,UPI
KL-2019-9704301,Consumer,Office Supplies,Storage,179,1,69,UPI
KL-2019-9704302,Consumer,Technology,Phones,223,3,27,COD
KL-2019-9704303,Corporate,Office Supplies,Appliances,"3,979",7,1990,EMI
KL-2019-9704304,Corporate,Office Supplies,Fasteners,44,3,13,EMI
KL-2019-9704305,Corporate,Technology,Copiers,428,3,193,COD
KL-2019-9704306,Consumer,Furniture,Furnishings,80,5,9,Credit card
KL-2019-9704307,Corporate,Office Supplies,Art,78,3,-20,UPI
KL-2019-9704308,Corporate,Office Supplies,Supplies,116,5,-7,Credit card
KL-2019-9704309,Home Office,Furniture,Furnishings,193,11,10,Credit card
KL-2019-9704310,Home Office,Office Supplies,Storage,561,3,212,Credit card
KL-2019-9704311,Home Office,Technology,Phones,"1,622",3,534,Credit card
KL-2019-9704312,Home Office,Office Supplies,Art,66,5,21,UPI
KL-2019-9704313,Home Office,Furniture,Furnishings,415,8,116,UPI
KL-2019-9704314,Home Office,Office Supplies,Appliances,720,12,22,COD
KL-2019-9704315,Home Office,Office Supplies,Binders,153,9,4,EMI
KL-2019-9704316,Home Office,Office Supplies,Binders,151,3,3,EMI
KL-2019-9704317,Home Office,Office Supplies,Fasteners,40,2,20,COD
KL-2019-9704318,Corporate,Furniture,Furnishings,140,8,67,Credit card
KL-2019-9704319,Corporate,Office Supplies,Binders,28,2,10,UPI
KL-2019-9704320,Corporate,Office Supplies,Storage,104,7,17,Credit card
KL-2019-9704321,Corporate,Technology,Copiers,423,4,94,Credit card
KL-2019-9704322,Corporate,Technology,Phones,469,4,182,Credit card
KL-2019-9704323,Consumer,Furniture,Bookcases,372,3,186,Credit card
KL-2019-9704324,Consumer,Furniture,Furnishings,259,5,93,UPI
KL-2019-9704325,Consumer,Office Supplies,Appliances,668,8,267,UPI
KL-2019-9704326,Consumer,Technology,Copiers,"1,716",7,583,COD
KL-2019-9704327,Home Office,Office Supplies,Art,38,2,15,EMI
KL-2019-9704328,Home Office,Office Supplies,Art,85,7,0,EMI
KL-2019-9704329,Home Office,Office Supplies,Art,170,3,26,COD
KL-2019-9704330,Home Office,Office Supplies,Art,43,3,1,Credit card
KL-2019-9704331,Home Office,Office Supplies,Binders,26,2,8,UPI
KL-2019-9704332,Home Office,Office Supplies,Labels,68,6,12,Credit card
KL-2019-9704333,Home Office,Technology,Accessories,215,5,77,Credit card
KL-2019-9704334,Consumer,Office Supplies,Storage,321,5,-141,Credit card
KL-2019-9704335,Consumer,Technology,Accessories,168,11,-24,Credit card
KL-2019-9704336,Home Office,Office Supplies,Binders,16,3,-8,UPI
KL-2019-9704337,Home Office,Technology,Phones,73,2,-51,UPI
KL-2019-9704338,Home Office,Office Supplies,Art,53,2,22,COD
KL-2019-9704339,Corporate,Office Supplies,Storage,184,1,33,EMI
KL-2019-9704340,Consumer,Office Supplies,Binders,15,1,5,EMI
KL-2019-9704341,Consumer,Office Supplies,Binders,45,4,12,COD
KL-2019-9704342,Corporate,Furniture,Chairs,150,1,-3,Credit card
KL-2019-9704343,Corporate,Office Supplies,Binders,79,5,6,UPI
KL-2019-9704344,Corporate,Office Supplies,Labels,17,2,2,Credit card
KL-2019-9704345,Corporate,Office Supplies,Storage,9,1,1,Credit card
KL-2019-9704346,Corporate,Office Supplies,Storage,462,4,-46,Credit card
KL-2019-9704347,Corporate,Office Supplies,Supplies,227,6,109,Credit card
KL-2019-9704348,Home Office,Furniture,Chairs,"1,285",3,414,UPI
KL-2019-9704349,Home Office,Office Supplies,Labels,66,5,12,UPI
KL-2019-9704350,Home Office,Office Supplies,Storage,571,3,216,COD
KL-2019-9704351,Home Office,Office Supplies,Storage,84,4,21,EMI
KL-2019-9704352,Consumer,Office Supplies,Art,71,5,1,EMI
KL-2019-9704353,Consumer,Office Supplies,Storage,195,6,-62,COD
KL-2019-9704354,Corporate,Office Supplies,Art,57,3,13,Credit card
KL-2019-9704355,Corporate,Office Supplies,Binders,119,8,53,UPI
KL-2019-9704356,Corporate,Technology,Accessories,406,5,203,Credit card
KL-2019-9704357,Corporate,Technology,Accessories,207,2,33,Credit card
KL-2019-9704358,Consumer,Furniture,Furnishings,49,1,4,Credit card
KL-2019-9704359,Consumer,Office Supplies,Art,29,1,1,Credit card
KL-2019-9704360,Consumer,Office Supplies,Fasteners,65,4,23,UPI
KL-2019-9704361,Consumer,Office Supplies,Labels,38,3,19,UPI
KL-2019-9704362,Consumer,Technology,Accessories,96,2,12,COD
KL-2019-9704363,Consumer,Technology,Machines,221,1,16,EMI
KL-2019-9704364,Consumer,Technology,Machines,50,1,14,EMI
KL-2019-9704365,Consumer,Technology,Accessories,155,5,51,COD
KL-2019-9704366,Consumer,Furniture,Furnishings,75,4,34,Credit card
KL-2019-9704367,Consumer,Office Supplies,Paper,105,2,19,UPI
KL-2019-9704368,Consumer,Office Supplies,Fasteners,16,3,-3,Credit card
KL-2019-9704369,Home Office,Office Supplies,Labels,11,1,2,Credit card
KL-2019-9704370,Home Office,Technology,Phones,984,8,-11,Credit card
KL-2019-9704371,Consumer,Furniture,Bookcases,582,3,140,Credit card
KL-2019-9704372,Consumer,Office Supplies,Envelopes,108,4,43,UPI
KL-2019-9704373,Consumer,Office Supplies,Art,74,5,15,UPI
KL-2019-9704374,Consumer,Office Supplies,Binders,45,3,6,COD
KL-2019-9704375,Corporate,Furniture,Bookcases,791,2,-53,EMI
KL-2019-9704376,Corporate,Office Supplies,Art,99,2,33,EMI
KL-2019-9704377,Consumer,Office Supplies,Supplies,39,2,-30,COD
KL-2019-9704378,Corporate,Office Supplies,Art,142,3,14,Credit card
KL-2019-9704379,Corporate,Office Supplies,Binders,69,6,27,UPI
KL-2019-9704380,Corporate,Technology,Accessories,562,8,50,Credit card
KL-2019-9704381,Consumer,Office Supplies,Art,48,3,2,Credit card
KL-2019-9704382,Consumer,Office Supplies,Binders,197,4,85,Credit card
KL-2019-9704383,Consumer,Office Supplies,Envelopes,50,4,24,Credit card
KL-2019-9704384,Consumer,Office Supplies,Paper,53,2,12,UPI
KL-2019-9704385,Consumer,Office Supplies,Supplies,89,3,36,UPI
KL-2019-9704386,Consumer,Office Supplies,Labels,107,9,23,COD
KL-2019-9704387,Home Office,Office Supplies,Art,292,6,125,EMI
KL-2019-9704388,Home Office,Office Supplies,Art,34,3,3,EMI
KL-2019-9704389,Home Office,Office Supplies,Storage,52,1,-2,COD
KL-2019-9704390,Home Office,Technology,Accessories,245,3,20,Credit card
KL-2019-9704391,Home Office,Technology,Copiers,644,4,-61,UPI
KL-2019-9704392,Consumer,Technology,Copiers,"1,081",3,65,Credit card
KL-2019-9704393,Corporate,Office Supplies,Paper,224,5,72,Credit card
KL-2019-9704394,Corporate,Technology,Phones,119,1,14,Credit card
KL-2019-9704395,Consumer,Office Supplies,Binders,14,2,3,Credit card
KL-2019-9704396,Corporate,Office Supplies,Fasteners,34,3,16,UPI
KL-2019-9704397,Corporate,Office Supplies,Labels,96,7,33,UPI
KL-2019-9704398,Corporate,Technology,Copiers,674,4,303,COD
KL-2019-9704399,Consumer,Office Supplies,Art,74,3,29,EMI
KL-2019-9704400,Corporate,Office Supplies,Art,170,3,26,EMI
KL-2019-9704401,Corporate,Technology,Accessories,"1,282",5,500,COD
KL-2019-9704402,Consumer,Office Supplies,Art,244,5,71,Credit card
KL-2019-9704403,Consumer,Office Supplies,Labels,42,7,7,UPI
KL-2019-9704404,Consumer,Office Supplies,Supplies,60,3,27,Credit card
KL-2019-9704405,Consumer,Office Supplies,Binders,21,2,5,Credit card
KL-2019-9704406,Consumer,Office Supplies,Storage,108,2,41,Credit card
KL-2019-9704407,Home Office,Office Supplies,Storage,63,3,8,Credit card
KL-2019-9704408,Consumer,Office Supplies,Binders,86,3,39,UPI
KL-2019-9704409,Consumer,Office Supplies,Paper,62,3,29,UPI
KL-2019-9704410,Consumer,Technology,Phones,356,3,42,COD
KL-2019-9704411,Consumer,Furniture,Bookcases,828,2,406,EMI
KL-2019-9704412,Consumer,Office Supplies,Envelopes,284,7,17,EMI
KL-2019-9704413,Consumer,Office Supplies,Storage,541,7,-298,COD
KL-2019-9704414,Consumer,Office Supplies,Paper,81,2,36,Credit card
KL-2019-9704415,Home Office,Office Supplies,Envelopes,79,3,39,UPI
KL-2019-9704416,Consumer,Office Supplies,Art,191,7,32,Credit card
KL-2019-9704417,Consumer,Office Supplies,Art,183,7,47,Credit card
KL-2019-9704418,Consumer,Office Supplies,Envelopes,49,2,22,Credit card
KL-2019-9704419,Consumer,Office Supplies,Fasteners,28,2,2,Credit card
